faoCode,faoName,scientificName
NJL,Lined moon snail,Natica lineata
NJN,Glans nassa,Nassarius glans
NJO,Coronate nassa,Nassarius coronatus
NJP,Japanese spinyridge,Notostomus japonicus
NJR,Burned nassa,Nassarius crematus
NJS,Starry moon snail,Natica stellata
NJT,Tiger moon snail,Natica tigrina
NJU,Gualteri's moon snail,Natica gualteriana
NJV,Calf moon snail,Natica vitellus
NKA,Adanson's moon snail,Natica adansoni
NKC,Cuvier's nassa,Nassarius cuvieri
NKD,Dillwyn's moon-shell,Naticarius dillwyni
NKG,Kerguelen limpet,Nacella kerguelenensis
NKH,Hebrew moon-shell,Naticarius hebraeus
NKK,Morocco moon snail,Natica marochiensis
NKL,Sharpear enope squid,Ancistrocheirus lesueuri
NKM,Flamed moon snail,Natica fulminea
NKN,Horned nassa,Nassarius corniculus
NKO,Collar moon snail,Natica collaris
NKS,Thousand-spotted moon-shell,Naticarius stercus-muscarum
NKT,Turton's moon snail,Natica turtoni
NKV,Ribboned moon-shell,Naticarius vittatus
NLB,Blenniella bilitonensis,Blenniella bilitonensis
NLC,Whitebelly prawn,Nematopalaemon schmitti
NLD,Crested bellowfish,Notopogon lilliei
NLE,Rough king crab,Neolithodes asperrimus
NLG,Spotted spiny lobster,Panulirus guttatus
NLH,West African estuarine prawn,Nematopalaemon hastatus
NLI,Banded spiny lobster,Panulirus marginatus
NLJ,Chinese spiny lobster,Panulirus stimpsoni
NLK,Northern red chiton,Tonicella rubra
NLL,Pencil snakelet,Natalichthys leptus
NLM,Crosseyed flounder,Neolaeops microphthalmus
NLN,Spider prawn,Nematopalaemon tenuipes
NLP,Mutant wrasse,Conniella apterygia
NLQ,Easter Island spiny lobster,Panulirus pascuensis
NLS,Notolycodes schmidti,Notolycodes schmidti
NLT,Black snake mackerel,Nealotus tripes
NLU,Neolumpenus unocellatus,Neolumpenus unocellatus
NLY,Chinaman-leatherjacket,Nelusetta ayraudi
NLZ,Brachysomophis atlanticus,Brachysomophis atlanticus
NMA,Neomerinthe amplisquamiceps,Neomerinthe amplisquamiceps
NME,Elegant firefish,Nemateleotris decora
NMF,Philip velvet shrimp,Metapenaeopsis philippii
NMG,Man-of-war fish,Nomeus gronovii
NMH,Narrow-body righteye flounder,Nematops chui
NMI,Nematogobius ansorgii,Nematogobius ansorgii
NMJ,Mogi velvet shrimp,Metapenaeopsis mogiensis
NML,Acute-jawed mullet,Neomyxus leuciscus
NMN,Southern velvet shrimp,Metapenaeopsis palmensis
NMO,Nematogobius maindroni,Nematogobius maindroni
NMP,Roosterfish,Nematistius pectoralis
NMQ,Pink velvet shrimp,Metapenaeopsis rosea
NMR,Threadfin anthias,Nemanthias carberryi
NMS,Threadfin blenny,Nemaclinus atelestos
NMT,Eightspine cardinalfish,Neamia octospina
NMU,Northern velvet shrimp,Metapenaeopsis novaeguineae
NMW,Nomeus spp,Nomeus spp
NMY,Fiddler shrimp,Metapenaeopsis stridulans
NMZ,Nematogobius brachynemus,Nematogobius brachynemus
NNC,Celebes threadfin bream,Nemipterus celebicus
NND,Fivelined threadfin bream,Nemipterus tambuloides
NNE,Labichthys yanoi,Labichthys yanoi
NNF,Doublewhip threadfin bream,Nemipterus nematophorus
NNG,Nettenchelys gephyra,Nettenchelys gephyra
NNH,Ornate threadfin bream,Nemipterus hexodon
NNI,Balinese threadfin bream,Nemipterus balinensis
NNJ,Japanese threadfin bream,Nemipterus japonicus
NNK,Notchedfin threadfin bream,Nemipterus peronii
NNL,Lipogenys gillii,Lipogenys gillii
NNM,Red filament threadfin bream,Nemipterus marginatus
NNN,Spiny eel,Notacanthus chemnitzii
NNO,Mauvelip threadfin bream,Nemipterus mesoprion
NNP,Smallmouth spiny eel,Polyacanthonotus rissoanus
NNQ,Redspine threadfin bream,Nemipterus nemurus
NNR,Graceful threadfin bream,Nemipterus gracilis
NNS,Nettastoma solitarium,Nettastoma solitarium
NNT,Yellowbelly threadfin bream,Nemipterus bathybius
NNV,Ringed barracudina,Notolepis annulata
NNX,Orange-banded scorpionfish,Neosebastes entaxis
NNY,Nototheniops nybelini,Nototheniops nybelini
NNZ,Randall's threadfin bream,Nemipterus randalli
NOA,Triangular rockcod,Notothenia acuta
NOC,Black rockcod,Notothenia coriiceps
NOD,Yellowfin notie,Nototheniops nudifrons
NOE,Barracudinas nei,Notolepis spp
NOF,Narrowhead rockcod,Notothenia angustifrons
NOG,Humped rockcod,Notothenia gibberifrons
NOJ,Ladder klipfish,Clinoporus biporosus
NOK,Striped-eyed rockcod,Notothenia kempi
NOL,Painted notie,Nototheniops larseni
NOM,Magellanic rockcod,Paranotothenia magellanica
NON,Yellowbelly rockcod,Notothenia neglecta
NOO,Notoscopelus bolini,Notoscopelus bolini
NOP,Norway pout,Trisopterus esmarkii
NOR,Marbled rockcod,Notothenia rossii
NOS,Grey rockcod,Notothenia squamifrons
NOT,Patagonian rockcod,Patagonotothen brevicauda
NOV,Notolychnus valdiviae,Notolychnus valdiviae
NOX,"Antarctic rockcods, noties nei",Nototheniidae
NOZ,Toad notie,Nototheniops mizops
NPA,Californian anchovy,Engraulis mordax
NPB,Parole shrimp,Parapenaeopsis probata
NPC,Small-toothed whiptail,Pentapodus caninus
NPD,Paradise whiptail,Pentapodus paradiseus
NPE,Notopogon endeavouri,Notopogon endeavouri
NPG,Neocentropogon aeglefinis,Neocentropogon aeglefinis
NPH,Japanese Spanish mackerel,Scomberomorus niphonius
NPI,Coromandel shrimp,Parapenaeopsis coromandelica
NPJ,African mud crab,Panopeus africanus
NPL,Orangethroat pikeblenny,Chaenopsis alepidota
NPM,Western smooth boxfish,Anoplocapros amygdaloides
NPN,Coral shrimp,Parapenaeopsis cornuta
NPP,Parapenaeopsis shrimps nei,Parapenaeopsis spp
NPR,Orange bellowfish,Notopogon fernandezianus
NPS,Smooth dwarf monocle bream,Parascolopsis aspinosa
NPT,Threefin velvetfish,Neoaploactis tridorsalis
NPU,High cockscomb,Anoplarchus purpurescens
NPW,Whiskered prowfish,Neopataecus waterhousii
NPX,Longspine bellowfish,Notopogon xenosoma
NPY,Double whiptail,Pentapodus emeryii
NPZ,Yellowtail demoiselle,Neopomacentrus azysron
NQA,Articulate monodont,Monodonta articulata
NQB,Oxpalate nerite,Nerita albicilla
NQC,Chameleon nerite,Nerita chameleon
NQG,Striped monocle bream,Scolopsis lineata
NQI,Pitchy nerite,Nerita picea
NQJ,Turreted nerite,Neritina turrita
NQK,Costate nerite,Nerita costata
NQL,Flatspired nerite,Nerita planospira
NQM,Mutable monodont,Monodonta mutabilis
NQO,Polished nerite,Nerita polita
NQP,Plicate nerite,Nerita plicata
NQQ,Scaly nerite,Nerita squamulata
NQS,Senegal nerite,Nerita senegalensis
NQU,Turbinate monodont,Monodonta turbinata
NQW,Shorttail snake eel,Callechelys guineensis
NQX,Pentapodus spp,Pentapodus spp
NQZ,Callechelys leucoptera,Callechelys leucoptera
NRA,Australian rose shrimp,Parapenaeus australiensis
NRC,Mote sculpin,Normanichthys crockeri
NRD,Spotted barracudina,Notolepis rissoi
NRE,Tentacled dragonet,Anaora tentaculata
NRF,Neptune rose shrimp,Parapenaeus fissurus
NRG,Flamingo shrimp,Parapenaeus longipes
NRH,Cape Verde spiny lobster,Palinurus charlestoni
NRI,Explorer rose shrimp,Parapenaeus investigatoris
NRJ,Arafura shrimp,Parapenaeopsis arafurica
NRK,Lancer rose shrimp,Parapenaeus lanceolatus
NRL,Worm pipefish,Nerophis lumbriciformis
NRM,Nerophis maculatus,Nerophis maculatus
NRO,Straightnose pipefish,Nerophis ophidion
NRP,Rose shrimp,Parapenaeus politus
NRR,Domino shrimp,Parapenaeus sextuberculatus
NRY,Parapenaeus shrimps nei,Parapenaeus spp
NSC,Two-lined monocle bream,Scolopsis bilineata
NSD,Spiny-back eel,Notacanthus sexspinis
NSE,Lattice monocle bream,Scolopsis taenioptera
NSF,Francolina jopas,Nassa francolina
NSG,Arabian monocle bream,Scolopsis ghanam
NSH,Stone-bream,Neoscorpis lithophilus
NSI,Thumbprint monocle bream,Scolopsis bimaculata
NSJ,Japanese dragonet,Neosynchiropus ijimai
NSK,Broom filefish,Amanses scopas
NSM,Large-scaled lantern fish,Neoscopelus macrolepidotus
NSN,Orangespotted goby,Nes longus
NSO,Monogrammed monocle bream,Scolopsis monogramma
NSP,Whitecheek monocle bream,Scolopsis vosmeri
NSQ,Changeable nassa,Nassarius mutabilis
NSR,Neostethus amaricola,Neostethus amaricola
NSS,Saurenchelys stylurus,Saurenchelys stylurus
NSU,Bullrout,Notesthes robusta
NSV,Green-striped coral bream,Scaevius milii
NSW,Neoscombrops pacificus,Neoscombrops pacificus
NSX,Wreath jopas,Nassa serta
NSY,Silver splitfin,Neoscombrops cynodon
NSZ,Nansenia antarctica,Nansenia antarctica
NTC,Broadnose sevengill shark,Notorynchus cepedianus
NTF,Hinged shrimp,Pantomus affinis
NTH,Temera hardwickii,Temera hardwickii
NTJ,Scale-eye plaice,Acanthopsetta nadeshnyi
NTK,Atlantic deep-sea lobster,Acanthacaris caeca
NTO,Antarctic jonasfish,Notolepis coatsi
NTT,Oval electric ray,Typhlonarke tarakea
NTV,Notocetichthys trunovi,Notocetichthys trunovi
NTX,Occidental tuskshell,Antalis entale
NTY,Blind electric ray,Typhlonarke aysoni
NTZ,Beautifully-banded moon snail,Natica euzona
NUA,Sad klipfish,Clinus acuminatus
NUB,White sea catfish,Netuma barba
NUD,Lance blenny,Aspidontus dussumieri
NUE,Brown spiny loster,Panulirus echinatus
NUF,Biafra doctorfish,Prionurus biafraensis
NUG,Green spiny lobster,Panulirus gracilis
NUH,Palette surgeonfish,Paracanthurus hepatus
NUI,Short-nosed tripodfish,Triacanthus biaculeatus
NUJ,Japanese spiny lobster,Panulirus japonicus
NUK,Emperor nautilus,Nautilus pompilius
NUL,Smoothtail spiny lobster,Panulirus laevicauda
NUN,Aden blenny,Antennablennius adenensis
NUO,Butterfly blenny,Blennius ocellaris
NUP,Pronghorn spiny lobster,Panulirus penicillatus
NUQ,Anomuran decapods nei,Anomura
NUR,Ornate spiny lobster,Panulirus ornatus
NUS,Deep-water frogfish,Nudiantennarius subteres
NUT,Mexican spiny loster,Panulirus interruptus
NUU,Blue spiny lobster,Panulirus inflatus
NUV,Painted spiny lobster,Panulirus versicolor
NUW,Blennius spp,Blennius spp
NUX,Bellybutton nautilus,Nautilus macromphalus
NVA,Eggwhite moon snail,Neverita albumen
NVB,Blennius normani,Blennius normani
NVD,Dalophis boulengeri,Dalophis boulengeri
NVE,Elephant's-foot moon snail,Neverita peselephanti
NVF,Dalophis cephalopeltis,Dalophis cephalopeltis
NVG,Dalophis multidentatus,Dalophis multidentatus
NVJ,Josephine's moon-shell,Neverita josephinia
NVM,Seagrass wrasse,Novaculichthys macrolepidotus
NVP,Whipsnout sorcerer,Venefica proboscidea
NWS,Black-streaked monocle bream,Scolopsis taeniata
NXB,Neoodax balteatus,Neoodax balteatus
NXC,Green jack,Caranx caballus
NXF,Coquito sergeant,Nexilosus latifrons
NXH,Blacktip trevally,Caranx heberi
NXI,Giant trevally,Caranx ignobilis
NXJ,Carangid moonfishes nei,Selene spp
NXL,Horse-eye jack,Caranx latus
NXM,Bluefin trevally,Caranx melampygus
NXN,Pacific crevalle jack,Caranx caninus
NXO,Notothenia nei,Notothenia spp
NXP,Brassy trevally,Caranx papuensis
NXS,Senegal jack,Caranx senegallus
NXT,Tille trevally,Caranx tille
NXU,Black jack,Caranx lugubris
NXV,Small pink lobster,Neaxius vivesi
NYA,Slender blenny,Tanyemblemaria alleni
NYC,Ridged-eye flounder,Pleuronichthys cornutus
NYD,Curlfin sole,Pleuronichthys decurrens
NYE,Sciadonus cryptophthalmus,Sciadonus cryptophthalmus
NYH,Blue rockcod,Notothenia cyanobrancha
NYK,Nybelinella erikssoni,Nybelinella erikssoni
NYL,Cyclope flounder,Ancylopsetta cycloidea
NYM,Lobe-lip notothen,Notothenia marionensis
NYN,Eastern hanleya,Hanleya hanleyi
NYO,Western footballer,Neatypus obliquus
NYR,Three-spot flounder,Ancylopsetta dendritica
NYS,Dwarf saury,Scomberesox simulans
NYV,Hornyhead turbot,Pleuronichthys verticalis
NYX,Spider prawns nei,Nematocarcinus spp
NYY,Day's catfish,Nedystoma dayi
NZA,Common Atlantic grenadier,Nezumia aequalis
NZB,Marlin-spike grenadier,Nezumia bairdi
NZC,Nezumia condylura,Nezumia condylura
NZD,Twelve-rayed grenadier,Nezumia duodecim
NZE,California grenadier,Nezumia stelgidolepis
NZF,Bluetail trunkfish,Ostracion cyanurus
NZG,Spinecheek goby,Oplopomus oplopomus
NZI,Smooth grenadier,Nezumia liolepis
NZJ,Birdled jawfish,Opistognathus nigromarginatus
NZL,Broadsnout grenadier,Nezumia latirostrata
NZM,Smalltooth grenadier,Nezumia micronychodon
NZN,Neozoarces steindachneri,Neozoarces steindachneri
NZO,Peruvian grenadier,Nezumia convergens
NZP,Short-tail grenadier,Nezumia proxima
NZQ,Robust jawfish,Opistognathus muscatensis
NZR,Parrot grenadier,Nezumia loricata
NZS,Roughtip grenadier,Nezumia sclerorhynchus
NZT,Spectacled grenadier,Nezumia orbitalis
NZU,Bluntnose snake-eel,Ophichthus apicalis
NZV,Muzzled blenny,Omobranchus punctatus
NZW,Mekran blenny,Omobranchus mekranensis
NZX,Rhinoptera spp,Rhinoptera spp
NZY,Arab blenny,Omobranchus fasciolatus
NZZ,Blackhead salmon,Narcetes stomias
OAA,Acanthonus armatus,Acanthonus armatus
OAB,Pomatoschistus bathi,Pomatoschistus bathi
OAC,Channeled tun,Tonna canaliculata
OAD,Apagesoma delosommatus,Apagesoma delosommatus
OAE,Whitebait smelt,Allosmerus elongatus
OAG,Abyssobrotula galatheae,Abyssobrotula galatheae
OAI,Emperor angelfish,Pomacanthus imperator
OAJ,Algoa shrimp,Solenocera algoensis
OAL,Senegalese sole,Solea senegalensis
OAM,Adriatic sole,Solea impar
OAN,Bluering angelfish,Pomacanthus annularis
OAO,Ovate sole,Solea ovata
OAP,Potitinga prawn,Palaemon pandaliformis
OAR,Rigid boxfish,Caprichthys gymnura
OAS,Snouted sole,Solea nasuta
OAT,Homole crab,Homola barbata
OAU,Striped cowfish,Aracana aurita
OAV,Arabian angelfish,Pomacanthus asfur
OAW,Phorcus atratus,Phorcus atratus
OAX,Blackspot threadfin,Polydactylus sextarius
OAY,Oman blenny,Oman ypsilon
OAZ,Yellowbar angelfish,Pomacanthus maculosus
OBA,Oblique-swimming triplefin,Obliquichthys maryannae
OBD,Common goby,Pomatoschistus microps
OBE,Javelin spookfish,Bathylychnops exilis
OBG,Bassogigas gillii,Bassogigas gillii
OBH,Bluegray carpetshark,Heteroscyllium colcloughi
OBI,Barathrites iris,Barathrites iris
OBJ,Needlescaled queenfish,Scomberoides tol
OBK,Brotula clarki,Brotula clarki
OBM,Talang queenfish,Scomberoides commersonnianus
OBO,Bassozetus compressus,Bassozetus compressus
OBP,Bathyonus laticeps,Bathyonus laticeps
OBR,Benthocometes robustus,Benthocometes robustus
OBS,Gnomefish,Scombrops boops
OBT,Barred queenfish,Scomberoides tala
OBU,Rosenblattia robusta,Rosenblattia robusta
OBV,Brotulotaenia brevicauda,Brotulotaenia brevicauda
OBW,Blind shark,Brachaelurus waddi
OBX,Hedge hog murex,Ocenebra erinacea
OBY,Doublespotted queenfish,Scomberoides lysan
OBZ,Sand goby,Pomatoschistus minutus
OCB,Apocryptes bato,Apocryptes bato
OCC,Common octopus,Octopus vulgaris
OCD,Smooth dreamer,Chaenophryne draco
OCF,Coloured righteye flounder,Poecilopsetta colorata
OCJ,Fourhorn octopus,Pteroctopus tetracirrhus
OCK,Occella kasawai,Occella kasawai
OCL,Black brotula,Cherublemma emmelas
OCM,Horned and musky octopuses,Eledone spp
OCN,White-spotted octopus,Octopus macropus
OCP,Ocosia apia,Ocosia apia
OCQ,Chestnut octopus,Octopus conispadiceus
OCR,Whitebarred prickleback,Poroclinus rothrocki
OCS,Oceanic whitetip shark,Carcharhinus longimanus
OCT,"Octopuses, etc. nei",Octopodidae
OCU,Apocryptodon madurensis,Apocryptodon madurensis
OCV,Longfin burrower,Apodocreedia vanderhorsti
OCW,Octopus neglectus,Octopus neglectus
OCX,Carpet sharks,Orectolobiformes
OCY,Spotted cusk-eel,Chilara taylori
OCZ,Octopuses nei,Octopus spp
ODB,Dolichopteryx binocularis,Dolichopteryx binocularis
ODD,Common ghost crab,Ocypode cordimanus
ODF,Odontanthias flagris,Odontanthias flagris
ODH,Bigeye sand tiger shark,Odontaspis noronhai
ODI,Digitate cusk eel,Dicrolene intronigra
ODJ,Blackspot tuskfish,Choerodon schoenleinii
ODK,Horned ghost crab,Ocypode ceratophthalmus
ODL,Boxlip mullet,Oedalechilus labeo
ODM,Odontostomops normalops,Odontostomops normalops
ODP,Yellow bobo,Polydactylus opercularis
ODR,Chilean silverside,Odontesthes regia
ODS,Striped threadfin,Polydactylus plebeius
ODT,Australian tusk,Dannevigia tusca
ODU,Roundhead grenadier,Odontomacrurus murrayi
ODV,Periscope crab,Podophthalmus vigil
ODX,Yelloweye croaker,Odontoscion xanthops
ODY,Reef odontoactylid mantis shri,Odontodactylus scyllarus
ODZ,Hornlip mullet,Oedalechilus labiosus
OEB,Blackthroat seaperch,Doederleinia berycoides
OEF,Epetriodus freddyi,Epetriodus freddyi
OEZ,Choerodon azurio,Choerodon azurio
OFC,Webbed flying squid,Ommastrephes caroli
OFD,Robust tuskfish,Choerodon robustus
OFE,Orangeback flying squid,Sthenoteuthis pteropus
OFF,Ophiogobius ophicephalus,Ophiogobius ophicephalus
OFI,Spiny shrimp,Pontophilus spinosus
OFJ,Neon flying squid,Ommastrephes bartrami
OFL,Barfin goby,Coryphopterus alloides
OFR,Ringed toadfish,Omegophora armilla
OFT,Ophioblennius atlanticus,Ophioblennius atlanticus
OFV,Penpoint gunnel,Apodichthys flavidus
OFW,Tuskfishes nei,Choerodon spp
OFY,Octopus fangsiao,Octopus fangsiao
OFZ,Legless cuskeel,Lamprogrammus exutus
OGA,Three-spined cardinalfish,Apogonops anomalus
OGB,Beka squid,Loligo beka
OGE,Bigeye bass,Pronotogrammus eos
OGF,Broadbanded cardinalfish,Apogon fasciatus
OGG,Onigocia grandisquama,Onigocia grandisquama
OGH,Porogobius schlegelii,Porogobius schlegelii
OGI,Adamson's goby,Coryogalops adamsoni
OGJ,Glyptophidium japonicum,Glyptophidium japonicum
OGK,Spear squid,Loligo bleekeri
OGL,Liechtenstein's goby,Corcyrogobius liechtensteini
OGM,Soldier catfish,Osteogeneiosus militaris
OGO,Longnose batfish,Ogcocephalus corniger
OGP,Bearded soapfish,Pogonoperca punctata
OGR,Telescope shrimp,Ogyrides orientalis
OGS,Half-lined cardinal,Apogon semilineatus
OGT,Cardinal fish,Apogon imberbis
OGV,Pinnoctopus cordiformis,Pinnoctopus cordiformis
OGW,Odontesthes spp,Odontesthes spp
OGX,Perdix cardinalfish,Apogonichthys perdix
OGY,Key brotula,Ogilbia cayorum
OHD,Ophioscion adustus,Ophioscion adustus
OHE,Holcomycteronus aequatoris,Holcomycteronus aequatoris
OHF,Ophthalmolycus bothriocephalus,Ophthalmolycus bothriocephalus
OHG,False kinglip,Hoplobrotula gnathopus
OHH,White-spotted puffer,Arothron hispidus
OHJ,Tahitian reef-damsel,Pomachromis fuscidorsalis
OHN,Hypopleuron caninum,Hypopleuron caninum
OHP,Spotted croaker,Ophioscion punctatissimus
OHQ,Common pelican-foot,Aporrhais pespelecani
OHR,Homostolus acer,Homostolus acer
OHT,Pacific eyed flounder,Bothus constellatus
OHV,Monomitopus metriostoma,Monomitopus metriostoma
OHX,Serre's pelican-foot,Aporrhais serresianus
OHY,Coranthus polyacanthus,Coranthus polyacanthus
OHZ,Ophthalmolycus spp,Ophthalmolycus spp
OIB,Oidiphorus brevis,Oidiphorus brevis
OIC,Unicorn sole,Aesopia cornuta
OID,Opisthocentrus dybowskii,Opisthocentrus dybowskii
OIE,Sea sweep,Scorpis aequipinnis
OIG,Colistium guntheri,Colistium guntheri
OII,Mud mantis,Cloridopsis dubia
OIJ,Greater hooked squid,Onykia ingens
OIL,Oilfish,Ruvettus pretiosus
OIN,Colistium nudipinnis,Colistium nudipinnis
OIO,Poecilopsetta albomaculata,Poecilopsetta albomaculata
OIR,Spotted squillid mantis shrimp,Cloridopsis scorpio
OIU,Yellowhead jawfish,Opistognathus aurifrons
OIV,Blue maomao,Scorpis violacea
OJA,Antilles bobtail squid,Austrorossia antillensis
OJB,Big-eyed bobtail squid,Austrorossia bipapillata
OJC,Se̱orita,Oxyjulis californica
OJD,Indian squid,Loligo duvauceli
OJE,Swordtip squid,Loligo edulis
OJG,Big bottom bobtail squid,Austrorossia australis
OJH,Mitre squid,Loligo chinensis
OJI,Siboga squid,Loligo sibogae
OJJ,Japanese squid,Loligo japonica
OJK,Kobi squid,Loligo kobiensis
OJL,Bigeye inshore squid,Loligo ocula
OJM,Surinam squid,Loligo surinamensis
OJN,Long barrel squid,Uroteuthis singhalensis
OJO,Slender inshore squid,Loligo plei
OJP,North Pacific bobtail squid,Rossia pacifica
OJR,Island inshore squid,Loligo roperi
OJS,Sao Paulo squid,Loligo sanpaulensis
OJT,Tortuga bobtail squid,Rossia tortugaensis
OJU,Bully bobtail squid,Rossia bullisi
OJW,Pisodonophis semicinctus,Pisodonophis semicinctus
OJX,Oplegnathus spp,Oplegnathus spp
OJY,Little squid,Loligo uyii
OKA,Atlantic bird squid,Ornithoteuthis antillarum
OKD,Dart squid,Loliolopsis diomedeae
OKE,Gloomy octopus,Octopus tetricus
OKH,Tehuelche octopus,Octopus tehuelchus
OKJ,Whiparm octopus,Octopus variabilis
OKK,Gold-flecked chiton,Tonicia schrammi
OKL,Shiny bird squid,Ornithoteuthis volatilis
OKM,Pear-shaped moon snail,Polinices mammilla
OKS,Ruppell's octopus squid,Octopoteuthis sicula
OKT,Octopus tenuicirrus,Octopus tenuicirrus
OKU,Blackmouth moon snail,Polinices melanostoma
OKX,Dreamers nei,Oneirodidae
OKY,Bladder moon snail,Polinices didyma
OKZ,Atlantic banded octopus,Octopus zonatus
OLA,Lepophidium aporrhox,Lepophidium aporrhox
OLB,Lamprogrammus brunswigi,Lamprogrammus brunswigi
OLC,Polymetme corythaeola,Polymetme corythaeola
OLD,Collichthys lucidus,Collichthys lucidus
